rama,area,nombre_grado,descripcion,salidas,centros
Artes y Humanidades,Lengua y Literatura Española,Estudios Hispánicos: Lengua Española y sus Literaturas,"Este grado pretende dotar a los estudiantes de los conocimientos y las habilidades necesarias para utilizar la lengua española en diferentes contextos profesionales y académicos, para contextualizar histórica y sociológicamente este uso en su diversidad, para interpretar y analizar la literatura española, y para introdu cirse en el campo de la investigación, tanto lingüística como literaria.","La titulación proporciona una formación ade cuada para el ejercicio, entre otras, de las ac tividades profesionales siguientes: docencia de lengua y literatura en todos los niveles aca démicos, asesoramiento lingüístico, industria editorial, medios de comunicación, lingüística forense, planificación lingüística, traducción, tecnologías lingüísticas, investigación lingüís tica y literaria, escritura creativa, intermediación lingüística, evaluación e intervención de las pa tologías del lenguaje.","Universidad de Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus Cantoblanco C/ Francisco Tomás y Valiente, 1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.esGrado en Estudios Hispánicos: Lengua Española y sus Literaturas"
Artes y Humanidades,Lengua y Literatura Española,Lengua y Literatura Española,"Los objetivos generales de este título res ponden a la concepción de los estudios de grado como un ámbito de formación básica orientado a proporcionar un perfil profesional definido y cuyo nivel de enseñanza, en el caso del grado propuesto, corresponde al nivel  de clasificación ISCED (International Standard Classification of Education, ). La orga nización del Grado en Lengua y Literatura española está enfocada hacia el desarrollo humanístico de los estudiantes, partiendo de una coherencia académica y científica que les permita diseñar su propio currículum, según sus expectativas laborales y científicas. Todas las materias estimularán el hábito del razona miento y la argumentación, la interpretación propia de los datos, y la evaluación crítica de métodos, modelos e hipótesis.",Los graduados en esta titulación podrán des empeñar las siguientes profesiones: Docencia e Investigación Industria Editorial Gestión y asesoramiento lingüístico y litera rio en los medios de comunicación Administraciones Públicas Planificación y asesoramiento lingüísticos Mediación lingüística e intercultural Gestión cultural,"Universidad Rey Juan Carlos (Pública) Facultad de Artes y Humanidades Campus Fuenlabrada Camino del Molino, s/n 28943 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es Universidad Nacional de Educación a Distancia de Madrid UNED (Pública) Facultad de Filología Paseo de la Senda del Rey, 7 28040 Madrid Tels.: 91 398 67 03 / 13 www.uned.es negociado.alumnos.filologia@adm.uned.es"
Artes y Humanidades,Lengua y Literatura Española,,"El objetivo fundamental del Grado en Lite ratura General y Comparada es proporcio nar al alumnado los fundamentos teóricos, prácticos y metodológicos que le permitan enfrentarse al complejo sistema de las di ferentes literaturas como expresiones cul turales, desde una perspectiva científica. También, potenciar la interdisciplinaridad a la hora de enfrentarse a su estudio, tanto en los aspectos teóricos de la Teoría y Crítica literarias como en estudios aplicados a las diferentes literaturas clásicas y/o modernas, aglutinando enfoques lingüísticos orientados al análisis literario en su vertiente estética y hermenéutica en un sentido más amplio. Este grado está concebido bajo un marcado en foque interdisciplinar, desde diferentes pers pectivas e interrelaciones, tanto lingüísticas como con otros campos del conocimiento: la Antropología, la Psicología, la Sociología, la Estética, o la Historia del Arte, necesarios también para comprender el hecho literario en sus distintas dimensiones y realidades. Este grado pretende una formación homogénea Grado en Literatura General y Comparada y científicamente construida que capacite al alumno para un ejercicio profesional acorde con la importancia que los estudios vincu lados con las Lenguas y las Literaturas han adquirido en las últimas décadas en la Unión Europea, y que son el resultado de potenciar saberes ya tradicionales en las aulas univer sitarias del Viejo Continente, proyectadas también en América. Concebido un tramo de la formación conforme al conocimiento pro fundo de dos lenguas (cuatro asignaturas de una lengua A y dos de una lengua B) y sus literaturas asociadas (tres de la lengua A y dos de la lengua B), este grado se adecúa a los modelos vigentes de mayor implantación en las mejores universidad de Europa y de Estados Unidos; de esta forma responde a los requerimientos sociales y educativos contem poráneos así como a una sólida formación para los comparatistas y los teóricos de la Literatura, y los estudiosos de los fenómenos culturales asociados a las nuevas realidades comunicativas, sociales, estéticas.","Estos titulados pueden desempeñar fun ciones docentes (profesores de Enseñanza Secundaria de lenguas y de literaturas, pro fesores universitarios y de investigación) en Literatura General, Teoría de la Literatura y Literaturas Comparadas, lectores en univer sidades extranjeras, Teoría de la Literatura y Literatura Comparada, profesionales de la crítica literaria en medios de comunicación y en espacios facilitados por las nuevas tecno logías, actividades profesionales creativas y docentes en talleres y escuelas de creación literaria, editoriales, fundaciones culturales, bibliotecas. Igualmente pueden desempeñar su actividad profesional en centros de ense ñanza, de educación permanente o de edu cación de adultos.","Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Artes y Humanidades,Lenguas y Literaturas Clásicas,Estudios Clásicos y de la Antigüedad,"Este grado combina de manera interdiscipli nar el conocimiento de las lenguas y literatu ras clásicas con el estudio de la historia y la arqueología de la Antigüedad grecorromana, de Egipto y Oriente antiguos, así como de lenguas orientales (acadio, sumerio) y lengua egipcia. Es posible cursar uno de estos dos itinerarios: Tradición y patrimonio documental y bibliográfico y Cultura y lenguas clásicas, así como realizar un prácticum optativo en instituciones externas.","Los graduados en Estudios Clásicos y de la Antigüedad podrán ejercer su actividad pro fesional en: Archivística, garantizando que los documen tos valiosos permanezcan inalterables y facili tando el acceso a ellos. Biblioteconomía, gestionando los fondos y actividades propios de una biblioteca, y ser vicios editoriales. protegiendo las distintas tipologías de patri monio según la legislación correspondiente. Gestión cultural en empresas e instituciones públicas o privadas y sector turístico ligado al mundo antiguo. Docencia e investigación en enseñanzas me dias y universitaria.Área de Lenguas y Literaturas Clásicas Rama de conocimiento Artes y Humanidades","Universidad Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus Cantoblanco C/ Francisco Tomás y Valiente,1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.es"
Artes y Humanidades,Lenguas y Literaturas Clásicas,Filología Clásica,"El objetivo principal de estos estudios es pro porcionar una formación filológica de carácter general y un conocimiento profundo de los aspectos lingüísticos, literarios y culturales inherentes a las lenguas clásicas. El estudian te llega a conocer las civilizaciones griega y latina mediante el estudio de sus lenguas y sus escritos. Las asignaturas troncales y obli gatorias ofrecen los contenidos lingüísticos y literarios generales considerados imprescin dibles para la formación de un filólogo. Por su parte, las optativas presentan contenidos específicos que permiten especializaciones en lingüística y literatura, tanto griega como latina.","Docencia en centros de enseñanza secun daria y universidades, traducción e inter pretación de textos clásicos, participación filológica o histórica en el mundo editorial (asesoramiento literario, corrección...), docu mentación, asistencia a los medios de comu nicación y a la publicidad, museos, turismo, crítica literaria, gestión en las áreas culturales de centros de la Administración pública o de otras entidades, investigación en temas es pecíficos e investigaciones interdisciplinarias, tratamiento mecanizado de textos, tratamien tos de trastornos comunicativos y del habla.","Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Artes y Humanidades,Lenguas y Literaturas Modernas,Estudios Ingleses,"Adquirirán conocimientos de la Lengua in glesa a un nivel elevado; lingüística inglesa teórica (sincrónica y diacrónica) y aplicada; literaturas en lengua inglesa; historia y cultura de los países de habla inglesa; conocimientos generales de otras materias de la rama de Artes y Humanidades (segunda lengua ex tranjera, lingüística, lengua y cultura clásicas, historia, teoría de la literatura); capacidad para negociar, hacerse entender, redactar informes y documentos, manejar información masiva y compleja;capacidad para utilizar herramientas informáticas y presentar en público produc tos, ideas e informes, todo ello en lengua in glesa;capacidad para comprender e integrar información procedente de diversas fuentes, y encuadrarla en distintas perspectivas teó ricas;capacidad para acometer, con un alto grado de autonomía, estudios de posgrado u otros estudios de nivel similar en el ámbito profesional.turística, etc.)","Realizar asesoramiento político y planifica ción lingüística; asesoramiento y gestión de documentación en; asociaciones cívicas; enseñanza no universitaria (educación se cundaria, academias, universidades popula res, etc.); enseñanza universitaria; escritura creativa; gestión cultural o artística; gestión de recursos humanos; gestión educativa; investigación lingüística y literaria; mediación lingüística; medios de comunicación; perita je judicial en lingüística forense; registro de museos e instituciones culturales; relaciones públicas; tecnologías del lenguaje y de la co municación; centros de información.","Universidad de Alcalá (Pública) Facultad de Filosofía y Letras Campus Histórico C/ Trinidad, 3 y 5 Colegio San José de Caracciolos 28801 Alcalá de Henares (Madrid) Tels.: 91 885 43 13 / 43 16 / 43 62 / 50 00 www.uah.es/facultadfilosofiayletras csecalum.filosofia@uah.es decanato.fyl@uah.es Universidad de Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus Cantoblanco C/ Francisco Tomás y Valiente, 1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.esUniversidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es Universidad Nacional de Educación a Distancia UNED (Pública) Facultad de Filología Paseo de la Senda del Rey, 7 28040 Madrid Tels.: 91 398 68 06 / 82 83 / 92 40 / 84 96 www.uned.es negociado.alumnos.filologia@adm.uned.es"
Artes y Humanidades,Lenguas y Literaturas Modernas,Estudios HispanoAlemanes,"El Grado en Estudios HispanoAlemanes es un grado de carácter interdisciplinar e internacional que se imparte en la Universidad Complutense de Madrid y en la Universidad alemana de Ratisbona. Tiene cuatro cursos de duración, de los cuales los dos primeros se cursan en la Universidad Complutense de Madrid y los dos últimos en la Universidad de Ratisbona. Al finalizar los estudios, los graduados reciben un título conjunto, oficial en España y en Alemania, así como en toda la Unión Europea, que les capacita para seguir una formación de posgrado en cualquier país europeo y para la inmersión en el mercado laboral internacional. El objetivo de esta titulación es proporcionar una formación en lengua y lingüística alemana y española; lengua francesa e italiana; historia, sociedad y política en el contexto internacional; filosofía alemana y española; literatura alemana y española; cultura y civilización alemana y española; comunicación intercultural; economía y derecho.","Estos titulados pueden dedicarse a trabajos de traducción e interpretación, gestión, crítica y asesoramiento en los medios de comunica ción, gestión turística, mediación lingüística e intercultural, selección, organización y ad ministración de recursos humanos, adminis traciones públicas (nacionales e internacio nales), asesoramiento político y planificación lingüística, gestión editorial, gestión cultural o artística, gestión de instituciones culturales, relaciones públicas, gestión en empresas y departamentos de exportación/importación, marketing y ventas, gestión cultural en em bajadas, escuelas diplomáticas, instituciones europeas al igual que en el ámbito docente y de investigación.","Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es"
Artes y Humanidades,Lenguas y Literaturas Modernas,"Lenguas Modernas, Cultura y Comunicación: español, francés o inglés","El Grado en Lenguas Modernas, Cultura y Comunicación ofrece una sólida formación en dos lenguas y aborda el conocimiento de estas lenguas, sus literaturas y sus culturas desde la perspectiva de la comunicación multilingüe. Como primera lengua el estu diante puede elegir español, francés o inglés, y como segunda lengua cualquiera que no haya elegido como lengua principal, alemán, árabe, chino o japonés. También puede cur sar finés, griego moderno, italiano, persa, por tugués o turco como tercera lengua optativa. El objetivo del grado es capacitar al egresado para trabajar en el ámbito de la comunica ción multilingüe con una visión crítica de la producción y difusión de la información y del conocimiento.","Al terminar sus estudios, los graduados en Lenguas Modernas, Cultura y Comunicación estarán capacitados para trabajar en el ámbito de la comunicación multilingüe, así como en el ámbito de la enseñanza tras cursar el correspondiente máster oficial de formación del profesorado, que habilita para el ejercicio docente como profesor de educación secundaria obligatoria y bachillerato, formación profesional y enseñanzas de idiomas. Igualmente podrán desarrollar actividades profesionales relacionadas con los servicios lingüísticos y la comunicación en un entorno multilingües: redacción, comunicación oral y escrita, edición, mediación, asesoría lingüística y cultural.","Universidad de Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus Cantoblanco C/ Francisco Tomás y Valiente, 1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.es"
Artes y Humanidades,Lenguas y Literaturas Modernas,,"Estos grados pretenden proporcionar al alumnado una formación homogénea y cien tíficamente construida que le capacite para un ejercicio profesional acorde con la impor tancia que los estudios vinculados con el lenguaje han cobrado en las últimas décadas en la UE. Estos grados lograrán: Dotar al alumno de los conocimientos ne cesarios sobre teorías y metodologías de la Lingüística para el estudio de las lenguas y sus aplicaciones. Desarrollar la competencia comunicativa de los alumnos en dos lenguas, con el fin de adquirir conocimientos instrumentales en ellas, orientados a la movilidad en el marco del EEES, de forma específica en la adqui sición/aprendizaje de las distintas destrezas que integran el uso y la producción en lengua extranjera, comprensión y expresión oral y escrita. Aplicar los conocimientos lingüísticos a las tecnologías del lenguaje, es decir, dar a co nocer y saber utilizar las tecnologías en el análisis lingüístico para formar al alumno en el uso, desarrollo y creación de herramientas Grado en Lingüística y Lenguas Aplicadas / Grado en Lenguas Modernas Aplicadas / Applied Modern Languages tecnológicas para el análisis lingüístico, como los diccionarios electrónicos, los programas de extracción y gestión de la información o las tecnologías del habla. Comprender y examinar los principios de la metodología de enseñanza de las lenguas ex tranjeras, con especial atención a las tecnolo gías educativas, lo que conlleva conocer los procesos de adquisición y aprendizaje de las lenguas extranjeras, así como los conceptos básicos, técnicas y métodos de enseñanza de lenguas extranjeras y analizar la interac ción didáctica y los productos tecnológicos realizados en este campo. Conocer y aplicar los principios de la Lin güística computacional, lo que introduce a nivel teórico y práctico los modelos simbó licos que se emplean en la formalización de los procesos de producción y comprensión del lenguaje natural para la comunicación con las computadoras, capacitar profesionalmen te al alumno para la construcción de sistemas informáticos que acerquen la comunicación personamáquina a un nivel más próximo al lenguaje natural, y para la resolución de pro blemas relacionados con el reconocimiento, comprensión, producción o generación del lenguaje natural.","El carácter interdisciplinar permitirá a los gra duados orientar su futuro en cualquiera de los siguientes campos profesionales: enseñanza en distintos niveles educativos, tecnologías para la didáctica de las lenguas (creación de materiales didácticos), profesionales en ám bitos relacionados con Ingeniería Lingüística, Industrias de la Lengua y Tecnologías de la Información y Comunicación (TIC), desa rrollo de recursos lingüísticos electrónicos (diccionarios, tesauros, ontologías, bases de datos léxicas, corpus lingüísticos), desarrollo de sistemas de procesamiento del lenguaje natural, creación y desarrollo de sistemas de enseñanza asistida por ordenador elearning, blearning, desarrollo de recursos lingüísticos en Internet, profesionales en empresas e ins tituciones con necesidades en planificación y asesoramiento lingüístico, mediación lin güística e intercultural, asesores en edición electrónica, acceso a másteres, oposiciones y concursos de la Función Pública.","de Grado en Lingüística y Lenguas Aplicadas Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es Direcciones de los centros donde se imparte la  de Grado en Lenguas Modernas Aplicadas/Applied Modern Languages Universidad Antonio de Nebrija (Privada) (en inglés y también virtual) Campus de Lenguas y Educación Campus MadridPrincesa C/ Santa Cruz de Marcenado, 27 28015 Madrid Tels.: 91 452 11 03 / 900 321 322 www.nebrija.com informa@nebrija.com"
Artes y Humanidades,Lenguas y Literaturas Modernas,Lenguas Modernas y sus Literaturas,"La existencia en la UCM de las filologías mo dernas cuenta ya con más de medio siglo y tienen una sólida reputación nacional e inter nacional, como demuestran los numerosos convenios con las principales universidades nacionales y extranjeras, que han dado lugar a la creación de numerosas redes de investi gación. Las transformaciones sociales deriva das de la constitución de un espacio europeo, los nuevos planteamientos de las relaciones internacionales, la presencia emergente de ciudadanos que proceden de otras culturas y el desarrollo de las tecnologías, plantean la necesidad de una titulación basada en una formación de calidad, desde esta obligada óptica de relación intercultural, a partir del necesario conocimiento de varias lenguas y sus respectivas culturas y literaturas.","Los estudios de Lenguas Modernas y sus literaturas forman titulados particularmente versátiles, con gran capacidad de adaptación a distintas situaciones laborales: Gestión cultural. Gestión turística. Gestión y asesoramiento en documenta ción, archivos y bibliotecas. Gestión, crítica y asesoramiento en los me dios de comunicación. Industria editorial. Investigación en lenguas modernas y sus literaturas. Mediación lingüística e intercultural. Planificación y asesoramiento lingüístico. Profesor de lenguas modernas extranjeras y sus literaturas en Universidades. Profesor de lenguas modernas y extranjeras y sus literaturas en el Bachillerato y la ESO.  Profesor de lenguas modernas y extranjeras y sus literaturas en Escuelas de idiomas. Selección, organización y administración de recursos humanos. Traducción.","Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n Ciudad Universitaria 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Artes y Humanidades,Paisajismo,Paisajismo,"La educación en paisajismo supone la ad quisición de conocimientos dentro de las si guientes áreas: historia del arte y la cultura; botánica y disciplinas afines; teoría y meto dologías en diseño y planificación; diseño del paisaje, gestión, planificación y ciencia, en to das las escalas y aplicaciones; conocimiento de los métodos, materiales y tecnologías de la construcción y sus aplicaciones; conocimien to de los criterios de sostenibilidad ambiental; tecnología de la información y aplicaciones de ordenador; política y reglamentaciones públicas.","La actividad profesional del paisajista y de las empresas del sector, se desarrolla en la actualidad en una gran diversidad de ámbi tos: urbano o periurbano, rural y natural; y también en una gran diversidad de escalas: desde pequeñas actuaciones como la crea ción de jardines, plazas, parques, hasta ofre cer soluciones al paisaje industrial, agrícola y espacios degradados, así como la integración paisajística de infraestructuras y la ordenación del territorio. Actividad profesional que se vin cula tanto a la fase de diseño como a la de ejecución y posterior gestión y mantenimien to de los espacios proyectados. Algunas de las salidas profesionales del paisajista son: el planeamiento, diseño, restauración, gestión, mantenimiento y administración de espacios abiertos privados y públicos como jardines, parques, viales o plazas ajardinados, entor nos de complejos turísticos, industriales, co merciales, deportivos o educativos, así como el entorno de infraestructuras públicas como carreteras, presas, minas, vertederos. Desa rrollo y aplicación de estrategias y procesos de diseño, gestión y planeamiento paisajístico a todas las escalas del territorio. RestauraÁrea de Paisajismo Rama de conocimiento Artes y Humanidades  ción de espacios alterados con la aplicación de las oportunas medidas de corrección ambiental. Realización de evaluaciones de impacto ambien tal. Realización de estudios sobre clima, suelo, flora, fauna, aguas superficiales y subterráneas y drenajes para proyectos relacionados con el paisaje y el entorno construido. Realización de estudios económicos y calendarios de obras de proyectos de paisajismo. Asesoramiento, consul toría, investigación y dictámenes técnicos.","Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus de Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 84 01 www.urjc.es fuenlabrada.secretariadealumnos@urjc.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Artes y Humanidades,Traducción,Lenguas Modernas y Traducción,"El Grado en Lenguas Modernas y Traducción tiene como objetivo fundamental formar profesionales polivalentes, capaces de actuar como traductores y mediadores en diferentes lenguas modernas en diferentes ámbitos de la gestión de textos orales y escritos. Los estudiantes de este grado podrían asimismo, ahondar en la traducción especializada en ámbitos como el jurídico, el científicotécnico, el humanístico y el literario e iniciarse en el mundo profesional con los conocimientos aportados en la asignatura “Gestión de proyectos de traducción”. Además, su formación se complementa con una amplia gama de materias optativas que abarcan materias relacionadas con la traducción y el contexto cultural, lingüístico y literario de las diversas lenguas modernas que se ofertan. Los contenidos formativos se centran, por un lado, en la formación en dos lenguas modernas (inglés y alemán o inglés y francés) y por otro, en proporcionar las técnicas básicas de la traducción, tanto general como especializada.","Los futuros titulados podrán desarrollar su ac tividad en diversos ámbitos laborales, inclu yendo sectores tradicionalmente asociados a este tipo de estudios, como: servicios de tra ducción, empresas turísticas, enseñanza de lenguas. Otros sectores en expansión como: actividades de mediación lingüística; edición de textos; comunicación intercultural; gestión cultural; relaciones comerciales; servicios en la administración pública. Principales perfiles profesionales que podrían derivarse de la for mación en el Grado de Lenguas Modernas y Traducción: Traductor generalista o especializado. Mediador lingüístico e intercultural. Lector, redactor, corrector y revisor en edi toriales. Lexicógrafo, terminólogo. Gestor de proyectos lingüísticos. Docente de lenguas y traducción.   Planificador y asesor lingüístico en diversas empresas y medios de comunicación. Gestor de relaciones internacionales. Gestor turístico y cultural en la administra ción.","Universidad de Alcalá (Pública) Facultad de Filosofía y Letras Campus Guadalajara C/ Madrid, 1 19001 Guadalajara Tel.: 91 885 50 00 www.uah.es/facultadfilosofiayletras decanato.fyl@uah.es Facultad de Filosofía y Letras Campus Histórico C/ Trinidad, 3 y 5 Colegio San José de Caracciolos 28801 Alcalá de Henares (Madrid) Tels.: 91 885 43 13 / 43 16 / 43 62 / 50 00 www.uah.es/facultadfilosofiayletras decanato.fyl@uah.es"
Artes y Humanidades,Traducción,Traducción e Interpretación,"Esta titulación proporciona los conocimientos necesarios para la formación y especializa ción profesional en diferentes idiomas con el objetivo de transmitir y traducir de forma precisa tanto los mensajes escritos como los orales de una lengua a otra, teniendo en cuenta el matiz y la intención de cada palabra. Dicha formación se concreta en el estudio de los problemas lingüísticos, como la ortografía, la fonología, la semiología, la dialectología, la semántica, además del uso de la lengua y la interpretación de textos antiguos.","Los traductores e intérpretes realizan su trabajo en congresos, conferencias, agencias turísticas, equipos de documentación, editoriales, centros de idiomas, empresas (multinacionales, bancos, compañías de seguros), medios de comunicación (prensa, radio, televisión, equipos de doblaje y subtitulación), en la enseñanza como profesor de idiomas en todos los niveles educativos, organismos internacionales (ONU, UE, OIT, FAO, UNESCO) y nacionales (ministerios y administraciones). Para los titulados en traducción e interpretación existe una clara salida profesional como profesores de idiomas extranjeros. Con respecto a los traductores, muchos se dedican al ejercicio libre de la profesión o son solicitados en editoriales y corresponsalías comerciales. Los intérpretes de conferencias y congresos son demandados además, en exposiciones, organismos internacionales y agenciasturísticas y suelen realizar su trabajo por medio de agencias dedicadas a la búsqueda y contratación de estos profesionales. En España se necesitan muchos traductores e intérpretes altamente cualificados para participar en los acontecimientos que se producen dentro y fuera del país.","Universidad Autónoma de Madrid (Pública) (francés e inglés) Facultad de Filosofía y Letras Campus Cantoblanco C/ Francisco Tomás y Valiente, 1 28049 Madrid Tel.: 91 497 43 54 www.uam.es informacion.filosofia@uam.es Universidad Complutense de Madrid (Pública) Facultad de Filología Campus de Moncloa Plaza Menéndez Pelayo, s/n 28040 Madrid Tel.: 91 394 53 43 www.ucm.es infocom@ucm.esUniversidad Europea de Madrid (Privada) Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@uem.es Universidad Pontificia Comillas (Privada) Facultad de Ciencias Humanas y Sociales C/ Universidad de Comillas, 3 28049 Madrid Tels.: 91 734 39 21 / 12 / 16 www.comillas.edu grado@comillas.edu Universidad Rey Juan Carlos (Pública) Facultad de Artes y Humanidades Campus Aranjuez Edificio Maestro Rodrigo C/ Infantas, 55 28300 Aranjuez (Madrid) Tels.: 91 488 44 21 / 22 www.urjc.es aranjuez.secrealumnos@urjc.es Facultad de Artes y Humanidades Campus Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 488 70 26 www.urjc.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
Ciencias Sociales y Jurídicas,Antropología Social y Cultural,Antropología Social y Cultural,"Esta titulación permite tener un conocimiento y una comprensión de la diversidad de so ciedades y culturas humanas, y apreciar la complejidad y riqueza potenciales, para poder explicar las causas de esta variedad. Cono cer y desarrollar el estudio comparado de las sociedades humanas. Tener un conocimiento detallado de los ámbitos temáticos de la an tropología social y cultural (procesos econó micos y ecológicos; sistemas de parentesco y relaciones de género, estructuras políticas y jurídicas; creencias, religión y rituales, y sis temas simbolicocognitius) en relación con la diversidad cultural y las implicaciones para la comprensión y la resolución de problemas sociales. Conocer la importancia del trabajo de campo empírico como método primario para la recogida de datos para la generación de teorías antropológicas.","Los graduados en esta titulación podrán des empeñar funciones relacionadas con la admi nistración social, agencias de cooperación, enseñanza pública o privada, investigación. Trabajar como técnico de igualdad, realizando estudios de mercado, en asesorías técnicas, diseño e intervención, en consultorías de re cursos humanos y organización.Área de Antropología Social y Cultural Rama de conocimiento Ciencias Sociales y Jurídicas","Universidad Autónoma de Madrid (Pública) Facultad de Filosofía y Letras Campus de Cantoblanco C/ Francisco Tomás y Valiente,1 28049 Madrid Tel.: 91 497 43 54 www.uam.es www.uam.es/oae/contacto Universidad Complutense de Madrid (Pública) Facultad de Ciencias Políticas y Sociología Campus de Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 394 29 52 / 54 / 55 / 60 www.ucm.es inforoir@ucm.es secre.alumnos@cps.upm.es © Comunidad de Madrid. Edición: 12/2023 ISBN: 9788445140949 Más información: Centro de Información y Asesoramiento Universitario C/ Alcalá, 3032. 28001 Madrid Tels.: 91 720 02 06 / 07 informacion.universitaria@madrid.org c.madrid/universidades"
